model_name,beta,beta_0.025,beta_0.975,L,L_0.025,L_0.975,alpha,alpha_0.025,alpha_0.975,tau,tau_0.025,tau_0.975
freq_burst,2.26E-10,2.40E-10,2.11E-10,75.61682229,70.25681641,82.82490914,1.05E-08,1.35E-08,8.51E-09,0.721921986,0.685346642,0.768513024
