model_name,beta,beta_0.025,beta_0.975,P50,P50_0.025,P50_0.975,L,L_0.025,L_0.975,alpha,alpha_0.025,alpha_0.975,tau,tau_0.025,tau_0.975
freq_burst,2.29E-10,2.12E-10,2.65E-10,11892440834,10247258836,12864244319,49.93778588,42.67968856,54.10287009,1.19E-08,1.11E-08,1.31E-08,0.601738159,0.600074462,0.60881089
